Break In Period,Car Age Inception,Claim Freq,Claim loss_reported_period,Claim occ_cycle,Manufacturer,RTO City,Policy Type,Marital Status,OCCUPATION,CITY,Facility Name,Ageny Num,Surveyor,Type Of Payment,Geography,IDV Value,Claim Element,Claim Created Date,Claim Status
8,5,6,93,91,"Cruz, Dudley and Collier",Nicholasberg, NCB Transfer,NOT KNOWN,Toxicologist,West Justin,"Clark, White and Hayes",76046764,Robert Rodriguez,CASHLESS,Craigland,280000, NET OF SALVAGE,11/17/2018 6:10,Accepted
7,2,0,39,32,Davis-Smith,Port Tammymouth, New vehicle without NCB,NOT KNOWN,Diagnostic radiographer,Ashleyview,"Ortiz, Lee and Woodward",82904049,Alicia Thomas,CASHLESS,Lake Jay,734000, OWNER DRIVER:BODY INJURY,12/11/2018 1:06, Rejected
1,1,9,45,6,Shelton-Allen,Figueroachester, NCB Transfer,NOT KNOWN,IT technical support officer,Mossview,"Hopkins, Dickerson and Parker",37464633,Donald Smith,REIMBURSEMENT,North Emilyside,350200, OWNER DRIVER:DEATH,1/21/2019 14:00, Rejected
5,11,0,53,52,"Contreras, Holland and Stone",Carolburgh, Our own renewals,NOT KNOWN,Lobbyist,Port William,White Inc,46941598,Donald Wilson,REIMBURSEMENT,Port Anthonyhaven,140600,PARTIAL LOSS,11/1/2018 20:07,Accepted
1,0,4,91,85,Allen PLC,East Ronaldstad, NCB Transfer,NOT KNOWN,Counsellor,Garyport,Barnes LLC,28527876,Jason Sullivan,CASHLESS,Perezton,608059, OWNER DRIVER:BODY INJURY,3/4/2019 21:59, Rejected
1,0,8,86,34,"Cruz, Hill and Jones",Valenzuelachester,MTHF Renewal,NOT KNOWN,Tax inspector,North Emilyburgh,Bell-Flores,2897357,Amy Howard,CASHLESS,Caitlinport,583800, OWNER DRIVER:BODY INJURY,12/15/2018 9:26, Rejected
0,0,3,43,92,Weeks-Browning,Nicholeton,MTHF Renewal,NOT KNOWN,Health and safety adviser,Garciaport,"Kennedy, Sanchez and Alvarez",18565346,Candice Vaughn,CASHLESS,Port Lori,734801, OWNER DRIVER:BODY INJURY,1/30/2019 5:11, Rejected
3,7,2,83,29,Rodriguez PLC,Melissaside, Our own renewals,NOT KNOWN,"Surveyor, building",Joneschester,"Pena, Townsend and Simmons",5330351,Anna Dougherty,CASHLESS,Port Katherinefort,271200, OWNER DRIVER:BODY INJURY,10/4/2018 19:57,Accepted
7,6,5,65,62,"Lee, Mccall and Le",Williamberg, New vehicle without NCB,NOT KNOWN,"Producer, television/film/video",Port Michelle,Li-Patterson,24332907,Jeremy Hernandez,CASHLESS,Leeborough,350000,PARTIAL LOSS,2/7/2019 21:50,Accepted
5,1,7,44,26,"Jordan, Reed and Hall",West Triciamouth, New vehicle without NCB,NOT KNOWN,Sports development officer,North Andrew,Flores Group,30803559,Kimberly Hays,CASHLESS,Jamesmouth,1200000, OWNER DRIVER:DEATH,1/30/2019 1:25,Accepted
3,7,8,22,84,Parsons and Sons,New Zachary, New vehicle without NCB,NOT KNOWN,"Surveyor, hydrographic",East Seanmouth,Guzman Group,49079523,Kirsten Bryan DDS,CASHLESS,Lake Bryan,270000, OWNER DRIVER:BODY INJURY,3/16/2019 23:51, Rejected
5,4,9,77,88,Romero PLC,Davisfurt, Our own renewals,NOT KNOWN,Geophysicist/field seismologist,Lake Joshua,Houston and Sons,81844158,Shelley Martin,CASHLESS,Armstrongfort,460000, NET OF SALVAGE,12/18/2018 22:19,Accepted
0,3,6,79,25,Vaughn and Sons,East Tannerchester, Our own renewals,NOT KNOWN,Counselling psychologist,East Debrafort,Kerr Ltd,92326630,Elizabeth Harrison,,East Carriechester,650000, OWNER DRIVER:BODY INJURY,10/18/2018 1:36, Rejected
9,1,6,66,24,Anderson Ltd,Daniellehaven, NCB Transfer,NOT KNOWN,Metallurgist,North Kevinmouth,"Dodson, Martinez and Liu",90371460,Brandon Wood PhD,,West Karenton,444000, OWNER DRIVER:BODY INJURY,1/9/2019 0:05,Accepted
9,0,6,74,64,"Gonzales, Moran and Boone",Wrighttown,MTHF Renewal,NOT KNOWN,"Administrator, arts",Keithport,Smith and Sons,74310910,Brooke Bennett,,Aliciaborough,1150373, NET OF SALVAGE,12/22/2018 20:35, Rejected
5,1,9,57,7,Benton-Vasquez,Sheppardport, NCB Transfer,NOT KNOWN,Quality manager,Monicafurt,Mahoney-Hernandez,46169114,Cory Phillips,REIMBURSEMENT,Pamelatown,378640, OWNER DRIVER:DEATH,11/21/2018 18:25, Rejected
5,12,8,78,60,"Moody, Baker and Nichols",Bowmanborough, NCB Transfer,NOT KNOWN,Film/video editor,West Theresatown,Maldonado PLC,73759914,Tanya Smith,CASHLESS,North Tamara,305500, OWNER DRIVER:DEATH,2/23/2019 4:37, Rejected
3,3,2,24,30,"Bailey, Wilson and Andrews",Port Laura, Our own renewals,NOT KNOWN,"Librarian, academic",Georgechester,Mendez-Smith,89688074,Brandon Porter,CASHLESS,New Lisa,598070,PARTIAL LOSS,2/13/2019 3:25,Accepted
0,0,9,94,33,"Hamilton, Weber and Morris",Cruzborough, Our own renewals,NOT KNOWN,Biomedical scientist,Lewisstad,Castillo-Patel,70932508,Rodney Parker,,Sherrychester,1127175,PARTIAL LOSS,10/12/2018 4:40,Accepted
9,1,6,39,21,"Williamson, Robinson and Charles",Port Hayleyport, Our own renewals,NOT KNOWN,Mudlogger,North Danielshire,"Jones, James and Clay",3610247,Paul Irwin,CASHLESS,Jordanton,792088, NET OF SALVAGE,2/21/2019 5:46, Rejected
1,5,2,88,50,Arnold Inc,North Nicholasville, Our own renewals,NOT KNOWN,"Scientist, biomedical",Mistyfurt,"Martinez, Rush and Roman",1425933,Linda Levy,CASHLESS,Pacefurt,500000, OWNER DRIVER:BODY INJURY,3/21/2019 23:14, Rejected
7,6,1,96,54,"Jones, Torres and Booker",West Daniel, New vehicle without NCB,NOT KNOWN,Geophysicist/field seismologist,East Lisaborough,King LLC,67434317,Christopher Klein,,Johnsonport,345789, OWNER DRIVER:BODY INJURY,12/3/2018 14:23, Rejected
2,5,8,95,47,"Brown, King and Williams",Davidsonhaven, Our own renewals,NOT KNOWN,Clinical psychologist,Hallshire,"Lee, Cook and Ball",60357835,Kenneth Harrington,CASHLESS,Watkinsborough,294372,PARTIAL LOSS,12/23/2018 22:40,Accepted
6,5,0,66,68,Warren-Willis,West Christopher,MTHF Renewal,NOT KNOWN,Tourist information centre manager,Davidton,"Garcia, Marshall and Rangel",7921044,Linda Pham,CASHLESS,Port Lori,294372, NET OF SALVAGE,2/18/2019 13:43, Rejected
5,5,7,97,32,Williamson LLC,Jennastad,MTHF Renewal,NOT KNOWN,"Development worker, community",New Alicia,West Group,29526229,Charles Ramos,CASHLESS,Warrenshire,294372, OWNER DRIVER:DEATH,10/27/2018 16:05,Accepted
8,5,0,79,61,"Ramirez, Zamora and Hernandez",Port Christina, New vehicle without NCB,NOT KNOWN,"Programme researcher, broadcasting/film/video",Smithhaven,Moreno LLC,66256342,Deanna Monroe,,East Anthonyburgh,294372, NET OF SALVAGE,1/21/2019 4:15,Accepted
0,7,2,78,35,Robles-Hood,North Amanda, NCB Transfer,NOT KNOWN,"Education officer, community",Baileyland,Roman and Sons,48878066,Sarah Krueger,CASHLESS,North Lisa,370373, NET OF SALVAGE,12/23/2018 16:37,Accepted
3,0,9,99,31,Ryan PLC,Gabriellamouth,MTHF Renewal,NOT KNOWN,Warden/ranger,West David,Mcpherson Group,9100766,Derrick Tanner,CASHLESS,North Benjamin,704900,PARTIAL LOSS,11/17/2018 8:02,Accepted
4,0,5,66,18,Barrett Inc,Jamiebury, Our own renewals,NOT KNOWN,Outdoor activities/education manager,Stevenborough,Salazar-Aguirre,43463442,Samantha Taylor,CASHLESS,Harrisborough,1636850, OWNER DRIVER:BODY INJURY,1/24/2019 12:43, Rejected
9,0,9,22,68,Henry-Vazquez,North Victoria, NCB Transfer,NOT KNOWN,"Secretary, company",North Shane,"Mathews, Mcguire and Chase",9754914,Dustin Brown,CASHLESS,Cantuland,373106, OWNER DRIVER:BODY INJURY,3/9/2019 13:51, Rejected
8,1,7,84,4,Dougherty LLC,West Frankhaven, NCB Transfer,NOT KNOWN,Sports administrator,South Rebecca,"Spence, Morgan and Rogers",50441125,Travis Daniels,,Thomasborough,1725600, OWNER DRIVER:BODY INJURY,2/23/2019 9:13,Accepted
9,6,2,54,4,"Cardenas, Garrett and Oconnell",Griffinchester, NCB Transfer,NOT KNOWN,Biomedical scientist,New Joshuaview,Wheeler-Hatfield,32286219,James Jones,CASHLESS,East Justinville,299657, OWNER DRIVER:DEATH,2/9/2019 23:51, Rejected
8,4,2,62,85,"Hill, Dudley and Farley",Gateston, NCB Transfer,NOT KNOWN,Call centre manager,Vazquezburgh,Terrell-Cardenas,88792727,Joe Collins,,Chambersport,188021, NET OF SALVAGE,12/9/2018 11:53, Rejected
0,5,1,87,69,Vang Inc,Lake Emmaburgh, NCB Transfer,NOT KNOWN,Insurance underwriter,New Jackmouth,Rogers PLC,36406286,Monica Meyers,REIMBURSEMENT,Port Kristinstad,206472, NET OF SALVAGE,12/17/2018 8:42, Rejected
2,6,1,35,54,Johnson PLC,South Carlosstad, NCB Transfer,NOT KNOWN,Network engineer,Port Douglasview,Stewart Group,10024486,Tammy Brown,,Guerreroland,166500, OWNER DRIVER:BODY INJURY,11/6/2018 15:54, Rejected
5,12,9,29,39,Chambers and Sons,North Tabithaside, New vehicle without NCB,NOT KNOWN,Newspaper journalist,Port Theresashire,Johnson-Nguyen,34307234,Jodi Preston,CASHLESS,New Jesus,67500, OWNER DRIVER:BODY INJURY,11/15/2018 10:06,Accepted
9,4,8,77,58,Walker PLC,Paynemouth, NCB Transfer,NOT KNOWN,Broadcast journalist,West Lauraport,Peterson LLC,87976446,Taylor Walker,CASHLESS,Nicolemouth,520600,PARTIAL LOSS,10/24/2018 15:26,Accepted
5,4,4,43,22,"Chen, Bishop and Valencia",Brittanybury, NCB Transfer,NOT KNOWN,Land/geomatics surveyor,Fullermouth,Kemp PLC,53413733,Richard Cruz,,East Mark,520600, OWNER DRIVER:BODY INJURY,1/2/2019 12:11, Rejected
8,7,0,93,52,Ali Inc,Davisview, Our own renewals,NOT KNOWN,Early years teacher,West Janet,Mason-Schwartz,21877012,Louis Hunter,CASHLESS,West David,159800, OWNER DRIVER:DEATH,2/20/2019 5:51,Accepted
0,3,4,5,84,Farrell-Owens,Port Tonybury, New vehicle without NCB,NOT KNOWN,"Nurse, children's",North Jennifer,Parker Ltd,50058177,Mia Williams,,East Bryan,342600, OWNER DRIVER:BODY INJURY,2/13/2019 16:51, Rejected
8,5,6,70,5,Brown PLC,West John,MTHF Renewal,NOT KNOWN,"Social research officer, government",Palmerborough,Richard-Rivera,92803462,Amber Johnson,REIMBURSEMENT,Guzmanside,400000, OWNER DRIVER:BODY INJURY,2/25/2019 20:59, Rejected
3,5,3,49,55,"Hoffman, Petersen and Weiss",Carpenterview, New vehicle without NCB,NOT KNOWN,Speech and language therapist,Krauseborough,"Hampton, Watson and Mills",57170249,Janet Williams,,Lake Ashleyland,400000, OWNER DRIVER:BODY INJURY,10/1/2018 10:25, Rejected
0,18,7,13,58,Chang PLC,South Gloriafurt, NCB Transfer,NOT KNOWN,Advice worker,East Ryan,Todd-Dunn,5442049,Ashley Brown,REIMBURSEMENT,Petersonshire,60000,PARTIAL LOSS,10/2/2018 18:31,Accepted
0,11,4,63,90,Frey Group,New Hailey,MTHF Renewal,NOT KNOWN,Risk manager,Aprilburgh,Cox-Collins,31077798,Stephanie Clark,CASHLESS,Kimberlyton,92488, NET OF SALVAGE,2/24/2019 9:41,Accepted
1,10,6,79,19,"Skinner, Smith and Thomas",West Andreahaven, NCB Transfer,NOT KNOWN,Artist,East Patricia,Roman-Martinez,64363901,Elijah Evans DVM,,West Patrick,170000,PARTIAL LOSS,2/7/2019 9:35,Accepted
4,4,5,10,25,"Mejia, Morgan and Weber",Jenniferfurt,MTHF Renewal,NOT KNOWN,Education administrator,Lake Julia,"Bowman, Fischer and King",77107956,Samantha Marshall,REIMBURSEMENT,Lake Adrienneshire,420000, OWNER DRIVER:DEATH,12/6/2018 21:15,Accepted
7,4,1,40,68,Thompson-Taylor,Nicolemouth, Our own renewals,NOT KNOWN,Charity officer,North Keithshire,"Williams, Crawford and Figueroa",95612427,Renee Irwin,,South Jerrymouth,420000,PARTIAL LOSS,11/2/2018 3:47, Rejected
1,7,9,1,26,Stephenson Ltd,Port Loriberg, Our own renewals,NOT KNOWN,Herbalist,New Julie,Pineda-Wheeler,83005248,Thomas Morales,CASHLESS,Wrightberg,570200, NET OF SALVAGE,11/1/2018 1:44, Rejected
6,6,4,59,37,"Mills, Cook and Ferrell",North Beckyshire, New vehicle without NCB,NOT KNOWN,Human resources officer,Leonton,Warren-Goodwin,32515067,Jonathan James,CASHLESS,Port Tonyton,221900,PARTIAL LOSS,2/28/2019 23:23, Rejected
2,3,4,28,81,Nelson Group,East Deborah, Our own renewals,NOT KNOWN,Race relations officer,Kevinview,Richards PLC,11596830,Stephen Shepard,CASHLESS,Marcusmouth,909300, OWNER DRIVER:BODY INJURY,12/13/2018 19:00, Rejected
1,7,6,56,96,Cortez Group,Lake Lisamouth, Our own renewals,NOT KNOWN,"Therapist, speech and language",South Michaelland,Anderson PLC,31913160,Joshua Armstrong,,Kylefort,114421, OWNER DRIVER:BODY INJURY,12/5/2018 0:49, Rejected
0,4,1,25,79,Gomez-Boone,Elizabethchester, Our own renewals,NOT KNOWN,Multimedia programmer,New Paulaland,Mills Ltd,53031510,Carrie Fuller,CASHLESS,New Denisefurt,289255,PARTIAL LOSS,3/9/2019 18:03,Accepted
2,1,0,89,0,"Alexander, Henry and Fleming",Bradleyview,MTHF Renewal,NOT KNOWN,Chief Financial Officer,Caldwellton,Jones and Sons,50156561,Scott Clark,CASHLESS,Port Jeffrey,385000, OWNER DRIVER:DEATH,3/12/2019 9:19,Accepted
6,5,3,16,0,"Anderson, Sanchez and Smith",Port Curtis, NCB Transfer,NOT KNOWN,International aid/development worker,Hallmouth,Walker-Powell,75463920,Shelly Jones,REIMBURSEMENT,Clarkview,582303,PARTIAL LOSS,12/13/2018 18:13, Rejected
8,5,4,9,3,Mora-Davis,East Stephanie,MTHF Renewal,NOT KNOWN,Hospital pharmacist,South Matthewmouth,Elliott Ltd,63800197,Carrie Jensen,REIMBURSEMENT,East Zoeside,582303, OWNER DRIVER:DEATH,9/30/2018 13:18, Rejected
5,5,8,99,89,Arellano-Johnson,Parkchester, Our own renewals,NOT KNOWN,Financial planner,New Michaelport,"Smith, Braun and Williams",60433778,Jesus Estrada,,Smithshire,582303, NET OF SALVAGE,11/9/2018 3:55,Accepted
6,5,9,0,35,"Page, Smith and Spencer",Cunninghamside,MTHF Renewal,NOT KNOWN,Analytical chemist,Brooksland,Navarro and Sons,9127824,Phillip Bradley,CASHLESS,New Dana,269873, NET OF SALVAGE,2/14/2019 11:04,Accepted
5,0,5,3,72,"Anderson, Wilson and Long",East Josephtown, NCB Transfer,NOT KNOWN,Microbiologist,Woodsbury,Wood-Miller,73727296,Nicole Ramos,CASHLESS,South Claytonmouth,901025,PARTIAL LOSS,1/15/2019 10:42, Rejected
8,5,4,30,3,"Santiago, Bennett and Freeman",Davisbury, New vehicle without NCB,NOT KNOWN,Medical sales representative,Rodriguezshire,Campbell-Mccarthy,80579366,Charles Andrews DVM,CASHLESS,Thompsonfort,349000,PARTIAL LOSS,10/8/2018 3:33, Rejected
7,6,7,81,67,"Ball, Turner and Frey",Matthewhaven, NCB Transfer,NOT KNOWN,Environmental health practitioner,Mcdanielshire,Ali PLC,11039693,Stephen Hudson,REIMBURSEMENT,Cartermouth,250000, OWNER DRIVER:DEATH,12/8/2018 21:32, Rejected
7,2,9,69,98,Whitaker Group,South Savannah,MTHF Renewal,NOT KNOWN,"Surveyor, mining",East Melissa,"Jones, Potts and Anderson",33511149,Ian Bridges,CASHLESS,Vangside,434152, NET OF SALVAGE,1/7/2019 0:52,Accepted
0,8,2,70,27,Wall-Logan,Bryantborough, New vehicle without NCB,NOT KNOWN,Company secretary,South Carl,Mathis Inc,92261904,Karen Cook,,Marissaland,325000, OWNER DRIVER:DEATH,10/14/2018 5:32,Accepted
4,7,8,9,5,Richardson Group,South Kimberlytown, NCB Transfer,NOT KNOWN,Politician's assistant,Walkerhaven,"Hernandez, Gonzalez and Carroll",83975520,Erin Gaines,,South Scottview,188400,PARTIAL LOSS,3/29/2019 7:08,Accepted
3,7,7,70,65,Ramos-Romero,Port Travis, New vehicle without NCB,NOT KNOWN,Acupuncturist,Taylormouth,Gonzalez-Mccormick,21775457,Amanda Watkins,,Wheelerville,300000, OWNER DRIVER:DEATH,9/30/2018 20:20, Rejected
0,6,6,54,80,"Martin, Ford and Roberts",North Lisachester, Our own renewals,NOT KNOWN,Commercial art gallery manager,Harrellmouth,Bauer-Davis,80372181,Amber Brown,,Christopherberg,400000, NET OF SALVAGE,3/28/2019 11:21,Accepted
6,6,4,46,52,Medina-Peck,Catherinestad, New vehicle without NCB,NOT KNOWN,"Runner, broadcasting/film/video",New Adammouth,"Hendrix, Ballard and Zamora",58022575,Matthew Mcdaniel,CASHLESS,Lake Lisa,327500, OWNER DRIVER:BODY INJURY,3/2/2019 16:33, Rejected
5,6,2,48,65,Rodriguez PLC,South Austin, Our own renewals,NOT KNOWN,Publishing copy,North Joeburgh,Walsh-Marshall,16607986,Felicia Medina,,Corybury,327500, OWNER DRIVER:BODY INJURY,1/13/2019 16:32,Accepted
1,2,3,12,96,Brown-Ryan,Lake Nathanfort, New vehicle without NCB,NOT KNOWN,Theatre stage manager,Christopherfort,"Hill, Solis and Stanley",27325073,Thomas Buck,CASHLESS,East Lisa,410000, OWNER DRIVER:BODY INJURY,10/27/2018 6:54, Rejected
0,0,7,26,88,Melendez Ltd,Annetteside, NCB Transfer,NOT KNOWN,"Engineer, drilling",North Timothy,Smith Inc,5910513,Joanne Johnson,CASHLESS,Lake Pamelaside,593548, OWNER DRIVER:BODY INJURY,1/8/2019 21:40,Accepted
4,3,1,88,80,Barr Inc,New Melissa, NCB Transfer,NOT KNOWN,Multimedia specialist,Stephaniefurt,"Alexander, Morris and Oneill",25864709,Joshua Shah,CASHLESS,Angelaport,479119, OWNER DRIVER:BODY INJURY,2/8/2019 19:43, Rejected
0,0,5,28,84,"Arnold, Johnson and Bright",Morgantown, NCB Transfer,NOT KNOWN,Financial adviser,Jeffreyborough,Mercado-Caldwell,87568774,Kayla Wilson,CASHLESS,East Jonathan,283472,PARTIAL LOSS,2/5/2019 6:55, Rejected
9,0,4,47,87,"Mills, Fleming and Ryan",Eileenshire, New vehicle without NCB,NOT KNOWN,Furniture conservator/restorer,Johnborough,Manning-Smith,22385175,Ashley Thomas,CASHLESS,Port Meagan,606677, NET OF SALVAGE,12/11/2018 2:51, Rejected
0,5,3,98,86,Hampton-Ramirez,East Katherine, Our own renewals,NOT KNOWN,Medical laboratory scientific officer,West Stacey,Jackson-Williams,69389588,Eric Bates,REIMBURSEMENT,Port Peterland,550000, NET OF SALVAGE,1/29/2019 19:45,Accepted
5,0,9,62,28,"Williams, Jordan and Wheeler",West Charles, Our own renewals,NOT KNOWN,"Engineer, energy",North Jenniferberg,"Mcconnell, Shields and Martinez",16805879,Karen Pham,CASHLESS,North Mary,2781601, OWNER DRIVER:BODY INJURY,3/9/2019 22:19,Accepted
3,1,7,3,91,Pitts and Sons,South Zacharyshire, New vehicle without NCB,NOT KNOWN,Ranger/warden,Philipmouth,Howard-Hubbard,38119953,Lindsay Floyd,CASHLESS,Samuelfort,424078, OWNER DRIVER:DEATH,2/3/2019 6:04, Rejected
2,1,6,27,8,"Austin, Vega and Wagner",Port James, Our own renewals,NOT KNOWN,Lobbyist,East Mark,Swanson Inc,85409219,Mitchell Moore,CASHLESS,Padillafort,639952, NET OF SALVAGE,1/25/2019 20:30, Rejected
8,1,2,40,17,Ward and Sons,South Michelle, Our own renewals,NOT KNOWN,Dealer,East Nicoleside,Wilson-Cooper,16868358,Ryan Aguilar,CASHLESS,Jackmouth,679797,PARTIAL LOSS,11/8/2018 21:26, Rejected
8,1,1,81,60,"Jackson, Sharp and Clark",Danielview,MTHF Renewal,NOT KNOWN,Claims inspector/assessor,Port Staceyfurt,Patton-Ramirez,6058354,Patricia Montes,CASHLESS,Port Kenneth,2598401, NET OF SALVAGE,11/24/2018 2:49,Accepted
6,3,2,72,20,Harris-Decker,Tracymouth,MTHF Renewal,NOT KNOWN,Electronics engineer,Mccoyport,Williamson-Perez,19402982,Ian Combs,CASHLESS,Deannaport,587442, OWNER DRIVER:DEATH,2/8/2019 12:29,Accepted
3,3,6,3,57,Shelton-Jones,East Abigail, NCB Transfer,NOT KNOWN,Sub,Noahborough,"Dawson, Crawford and Stone",35233231,Anthony Harrison,CASHLESS,Peckland,267433,PARTIAL LOSS,11/29/2018 6:10,Accepted
0,4,4,95,13,"Griffin, Rojas and Hill",Goodwintown, NCB Transfer,NOT KNOWN,Haematologist,South Lauren,Clay-Hanson,76170276,Andrea Mclean,CASHLESS,Roblesside,352374, OWNER DRIVER:DEATH,3/8/2019 8:26,Accepted
2,7,1,50,40,Brown-Harris,Arthurland, NCB Transfer,NOT KNOWN,Pension scheme manager,Hawkinsmouth,Adams-Taylor,28108990,Heather Carlson,CASHLESS,West Dannyburgh,288468, NET OF SALVAGE,2/20/2019 22:37,Accepted
8,2,3,40,17,Shah PLC,East Laurie, Our own renewals,NOT KNOWN,Passenger transport manager,New Ryan,Love Ltd,82553410,Thomas Roach,CASHLESS,West Shawnland,481670, OWNER DRIVER:DEATH,2/22/2019 18:24, Rejected
2,0,9,24,69,Garcia LLC,Kennedyville,MTHF Renewal,NOT KNOWN,Proofreader,New Davidville,Dominguez-Clarke,35117395,James English,CASHLESS,Port Deanna,1498150, OWNER DRIVER:DEATH,1/15/2019 14:23, Rejected
4,0,5,33,29,Cox-Compton,Serranomouth, Our own renewals,NOT KNOWN,Environmental manager,Danielshaven,Anderson-Moore,87647366,Hannah Smith,,Carolbury,2781601, NET OF SALVAGE,3/26/2019 18:34, Rejected
0,0,8,73,86,Sandoval Inc,East Shelby,MTHF Renewal,NOT KNOWN,"Production designer, theatre/television/film",Port Elizabeth,"Nelson, Young and Wilson",65256627,Nicole Graham,CASHLESS,Lake Christyside,2781601, NET OF SALVAGE,2/17/2019 2:00, Rejected
6,0,5,77,51,Lynch-Miller,Perryburgh, Our own renewals,NOT KNOWN,"Accountant, chartered management",North Johnmouth,Nelson LLC,50776238,Anthony Hawkins,CASHLESS,Alanview,2781601, NET OF SALVAGE,10/18/2018 4:53, Rejected
8,0,1,6,89,Hart Group,Daniellemouth, NCB Transfer,NOT KNOWN,"Editor, magazine features",Jenniferville,"Ross, Jones and Wilson",1345136,Jeremy Allen,CASHLESS,East Jessicamouth,2781601, OWNER DRIVER:BODY INJURY,3/5/2019 6:06,Accepted
0,0,6,59,40,Reed Ltd,Millerborough, Our own renewals,NOT KNOWN,Market researcher,Patriciamouth,Scott-Oliver,61317903,Melissa Kline,,East Michael,2781601,PARTIAL LOSS,2/6/2019 18:10,Accepted
2,10,0,43,87,Webster-Palmer,Port Marcfort, New vehicle without NCB,NOT KNOWN,Heritage manager,North Jessica,Morales PLC,14246526,Alex James,REIMBURSEMENT,Theodoreside,471838, OWNER DRIVER:DEATH,2/14/2019 10:15,Accepted
5,2,2,53,21,Moore Ltd,South Laurastad, Our own renewals,NOT KNOWN,"Doctor, hospital",Blakeborough,Kemp and Sons,38706909,Theresa French,CASHLESS,Michaelmouth,389495, OWNER DRIVER:BODY INJURY,10/17/2018 23:40, Rejected
2,6,6,60,43,"Butler, Watson and Frazier",Stephensonville, New vehicle without NCB,NOT KNOWN,Intelligence analyst,South Ryanshire,Brown Ltd,13608576,William Sharp,CASHLESS,North Sean,125413, OWNER DRIVER:BODY INJURY,12/31/2018 1:58, Rejected
3,0,3,11,3,Davis-Drake,Gailchester, NCB Transfer,NOT KNOWN,Adult nurse,Leeborough,"Hanson, Owens and Vance",20446723,Joseph Bryant,CASHLESS,North Julia,352951, NET OF SALVAGE,2/26/2019 2:02,Accepted
0,1,8,22,33,"Smith, Harris and Gibson",Kylefurt,MTHF Renewal,NOT KNOWN,"Administrator, Civil Service",Roberttown,Smith-Benson,47747813,Tina Smith,CASHLESS,Port Ryan,668561,PARTIAL LOSS,10/13/2018 9:30,Accepted
6,2,0,56,36,Robinson and Sons,Levyshire, NCB Transfer,NOT KNOWN,Agricultural consultant,Lake Rachelbury,Huff Ltd,38237090,William Wilson,CASHLESS,South Rebecca,1504650,PARTIAL LOSS,11/30/2018 16:56, Rejected
0,2,3,69,31,"Hawkins, Kim and Pennington",South Juliemouth, Our own renewals,NOT KNOWN,"Conservator, museum/gallery",East Kimberlymouth,Lee Group,12694004,Clayton Pham,,Jonestown,1504650,PARTIAL LOSS,10/2/2018 12:51, Rejected
9,1,9,60,30,"Frye, Strong and Larson",New Brookebury, New vehicle without NCB,NOT KNOWN,Animator,Woodsview,Lewis-Brown,89247573,Lynn Hansen,CASHLESS,Jeremiahburgh,580634, NET OF SALVAGE,2/12/2019 15:27, Rejected
3,3,1,34,83,King LLC,Laurafurt, New vehicle without NCB,NOT KNOWN,"Administrator, education",Hannahville,Long-Jackson,40899939,Sherry Myers,CASHLESS,Johnfurt,414433, OWNER DRIVER:DEATH,10/21/2018 21:13, Rejected
0,3,7,53,89,Smith and Sons,New Matthewborough, NCB Transfer,NOT KNOWN,Research scientist (maths),Espinozashire,"Cook, Phillips and Johnson",97471079,Kathleen Salinas,REIMBURSEMENT,Michaelshire,199350,PARTIAL LOSS,11/29/2018 17:06, Rejected
